# Goxel 0.10.4
# One line per voxel
# X Y Z RRGGBB
-4 -4 3 98fc66
-3 -4 3 98fc66
-2 -4 3 98fc66
-4 -3 3 816647
-3 -3 3 816647
-2 -3 3 816647
-5 -2 3 98fc66
-4 -2 3 816647
-3 -2 3 816647
-2 -2 3 816647
-1 -2 3 98fc66
-5 -1 3 98fc66
-4 -1 3 816647
-3 -1 3 816647
-2 -1 3 816647
-4 -4 4 98fc66
-3 -4 4 98fc66
-2 -4 4 98fc66
-4 -3 4 98fc66
-3 -3 4 98fc66
-2 -3 4 98fc66
-5 -2 4 98fc66
-4 -2 4 98fc66
-3 -2 4 816647
-2 -2 4 98fc66
-1 -2 4 98fc66
-5 -1 4 98fc66
-4 -1 4 98fc66
-3 -1 4 98fc66
-2 -1 4 98fc66
-4 -4 5 98fc66
-3 -4 5 98fc66
-2 -4 5 98fc66
-7 -3 5 eeeeee
-4 -3 5 98fc66
-3 -3 5 98fc66
-2 -3 5 98fc66
-5 -2 5 98fc66
-4 -2 5 98fc66
-3 -2 5 98fc66
-2 -2 5 98fc66
-1 -2 5 98fc66
-5 -1 5 98fc66
-4 -1 5 98fc66
-3 -1 5 98fc66
-2 -1 5 98fc66
-3 -6 6 eeeeee
-4 -4 6 98fc66
-3 -4 6 98fc66
-2 -4 6 98fc66
-4 -3 6 98fc66
-3 -3 6 98fc66
-2 -3 6 98fc66
-5 -2 6 98fc66
-4 -2 6 98fc66
-3 -2 6 98fc66
-2 -2 6 98fc66
-1 -2 6 98fc66
-7 -1 6 eeeeee
-5 -1 6 98fc66
-4 -1 6 98fc66
-3 -1 6 98fc66
-2 -1 6 98fc66
-11 -10 7 eeeeee
-5 -6 7 eeeeee
-4 -6 7 eeeeee
-2 -6 7 eeeeee
-4 -4 7 98fc66
-3 -4 7 98fc66
-2 -4 7 98fc66
-4 -3 7 98fc66
-3 -3 7 98fc66
-2 -3 7 98fc66
-7 -2 7 eeeeee
-5 -2 7 98fc66
-4 -2 7 98fc66
-3 -2 7 98fc66
-2 -2 7 98fc66
-1 -2 7 98fc66
-5 -1 7 98fc66
-4 -1 7 98fc66
-3 -1 7 98fc66
-2 -1 7 98fc66
-11 -9 8 eeeeee
-4 -4 8 98fc66
-3 -4 8 98fc66
-2 -4 8 98fc66
-4 -3 8 98fc66
-3 -3 8 98fc66
-2 -3 8 98fc66
-5 -2 8 98fc66
-4 -2 8 98fc66
-3 -2 8 98fc66
-2 -2 8 98fc66
-1 -2 8 98fc66
-5 -1 8 98fc66
-4 -1 8 98fc66
-3 -1 8 98fc66
-2 -1 8 98fc66
-7 -9 9 eeeeee
-4 -4 9 98fc66
-3 -4 9 98fc66
-2 -4 9 98fc66
-4 -3 9 98fc66
-3 -3 9 98fc66
-2 -3 9 98fc66
-5 -2 9 98fc66
-4 -2 9 98fc66
-3 -2 9 98fc66
-2 -2 9 98fc66
-1 -2 9 98fc66
-11 -1 9 eeeeee
-5 -1 9 98fc66
-4 -1 9 98fc66
-3 -1 9 98fc66
-2 -1 9 98fc66
-10 -8 10 eeeeee
-9 -8 10 eeeeee
-8 -8 10 eeeeee
-7 -8 10 eeeeee
-10 -7 10 eeeeee
-9 -7 10 eeeeee
-8 -7 10 eeeeee
-7 -7 10 eeeeee
-10 -6 10 eeeeee
-9 -6 10 eeeeee
-8 -6 10 eeeeee
-7 -6 10 eeeeee
-4 -4 10 98fc66
-3 -4 10 98fc66
-2 -4 10 98fc66
-4 -3 10 98fc66
-3 -3 10 98fc66
-2 -3 10 98fc66
-11 -2 10 eeeeee
-5 -2 10 98fc66
-4 -2 10 98fc66
-3 -2 10 98fc66
-2 -2 10 98fc66
-1 -2 10 98fc66
-11 -1 10 eeeeee
-5 -1 10 98fc66
-4 -1 10 98fc66
-3 -1 10 98fc66
-2 -1 10 98fc66
-10 -10 11 eeeeee
-10 -9 11 eeeeee
-9 -9 11 eeeeee
-8 -9 11 eeeeee
-7 -9 11 eeeeee
-11 -8 11 eeeeee
-10 -8 11 eeeeee
-9 -8 11 eeeeee
-8 -8 11 eeeeee
-7 -8 11 eeeeee
-6 -8 11 eeeeee
-11 -7 11 eeeeee
-10 -7 11 eeeeee
-9 -7 11 eeeeee
-8 -7 11 eeeeee
-7 -7 11 eeeeee
-6 -7 11 eeeeee
-11 -6 11 eeeeee
-10 -6 11 eeeeee
-9 -6 11 eeeeee
-8 -6 11 eeeeee
-7 -6 11 eeeeee
-6 -6 11 eeeeee
-10 -5 11 eeeeee
-9 -5 11 eeeeee
-8 -5 11 eeeeee
-7 -5 11 eeeeee
-4 -4 11 98fc66
-3 -4 11 98fc66
-2 -4 11 98fc66
-4 -3 11 98fc66
-3 -3 11 98fc66
-2 -3 11 98fc66
-11 -2 11 eeeeee
-5 -2 11 98fc66
-4 -2 11 98fc66
-3 -2 11 98fc66
-2 -2 11 98fc66
-1 -2 11 98fc66
-11 -1 11 eeeeee
-5 -1 11 98fc66
-4 -1 11 98fc66
-3 -1 11 98fc66
-2 -1 11 98fc66
-11 -10 12 eeeeee
-10 -10 12 eeeeee
-10 -8 12 eeeeee
-9 -8 12 eeeeee
-8 -8 12 eeeeee
-7 -8 12 eeeeee
-10 -7 12 eeeeee
-9 -7 12 eeeeee
-8 -7 12 eeeeee
-7 -7 12 eeeeee
-10 -6 12 eeeeee
-9 -6 12 eeeeee
-8 -6 12 eeeeee
-7 -6 12 eeeeee
-4 -4 12 98fc66
-3 -4 12 98fc66
-2 -4 12 98fc66
-4 -3 12 98fc66
-3 -3 12 98fc66
-2 -3 12 98fc66
-5 -2 12 98fc66
-4 -2 12 98fc66
-3 -2 12 98fc66
-2 -2 12 98fc66
-1 -2 12 98fc66
-11 -1 12 eeeeee
-5 -1 12 98fc66
-4 -1 12 98fc66
-3 -1 12 98fc66
-2 -1 12 98fc66
-11 -10 13 eeeeee
-10 -10 13 eeeeee
-4 -4 13 98fc66
-3 -4 13 98fc66
-2 -4 13 98fc66
-4 -3 13 98fc66
-3 -3 13 98fc66
-2 -3 13 98fc66
-5 -2 13 98fc66
-4 -2 13 98fc66
-3 -2 13 98fc66
-2 -2 13 98fc66
-1 -2 13 98fc66
-5 -1 13 98fc66
-4 -1 13 98fc66
-3 -1 13 98fc66
-2 -1 13 98fc66
-11 -10 14 eeeeee
-3 -2 14 98fc66
-8 0 0 ffff99
-7 0 0 ffff99
-6 0 0 98fc66
-5 0 0 98fc66
-4 0 0 ffff99
-3 0 0 98fc66
-2 0 0 98fc66
-1 0 0 98fc66
-8 1 0 ffff99
-7 1 0 ffff99
-6 1 0 ffff99
-5 1 0 ffff99
-4 1 0 98fc66
-3 1 0 98fc66
-2 1 0 ffff99
-1 1 0 ffff99
-11 2 0 0197fd
-9 2 0 0197fd
-8 2 0 0197fd
-7 2 0 0197fd
-6 2 0 ffff99
-5 2 0 ffff99
-4 2 0 ffff99
-3 2 0 ffff99
-2 2 0 ffff99
-1 2 0 0197fd
-10 3 0 0197fd
-8 3 0 0197fd
-7 3 0 0197fd
-2 3 0 0197fd
-11 4 0 0197fd
-2 4 0 0197fd
-11 5 0 0197fd
-2 5 0 0197fd
-7 0 1 98fc66
-4 0 1 98fc66
-5 1 1 98fc66
-3 0 3 98fc66
-2 0 3 98fc66
-3 0 4 98fc66
-2 0 4 98fc66
-3 0 5 98fc66
-2 0 5 98fc66
-7 0 6 eeeeee
-3 0 6 98fc66
-2 0 6 98fc66
-7 2 6 eeeeee
-7 0 7 eeeeee
-3 0 7 98fc66
-2 0 7 98fc66
-7 1 7 eeeeee
-3 0 8 98fc66
-2 0 8 98fc66
-11 0 9 eeeeee
-3 0 9 98fc66
-2 0 9 98fc66
-11 1 9 eeeeee
-11 0 10 eeeeee
-3 0 10 98fc66
-2 0 10 98fc66
-11 1 10 eeeeee
-11 2 10 eeeeee
-11 0 11 eeeeee
-3 0 11 98fc66
-2 0 11 98fc66
-11 1 11 eeeeee
-11 2 11 eeeeee
-11 0 12 eeeeee
-3 0 12 98fc66
-2 0 12 98fc66
-11 1 12 eeeeee
-9 1 12 eeeeee
-8 1 12 eeeeee
-7 1 12 eeeeee
-10 2 12 eeeeee
-9 2 12 eeeeee
-8 2 12 eeeeee
-7 2 12 eeeeee
-6 2 12 eeeeee
-10 3 12 eeeeee
-9 3 12 eeeeee
-8 3 12 eeeeee
-7 3 12 eeeeee
-6 3 12 eeeeee
-9 4 12 eeeeee
-8 4 12 eeeeee
-7 4 12 eeeeee
-9 0 13 eeeeee
-8 0 13 eeeeee
-7 0 13 eeeeee
-3 0 13 98fc66
-2 0 13 98fc66
-11 1 13 eeeeee
-10 1 13 eeeeee
-9 1 13 eeeeee
-8 1 13 eeeeee
-7 1 13 eeeeee
-6 1 13 eeeeee
-5 1 13 eeeeee
-11 2 13 eeeeee
-10 2 13 eeeeee
-9 2 13 eeeeee
-8 2 13 eeeeee
-7 2 13 eeeeee
-6 2 13 eeeeee
-5 2 13 eeeeee
-11 3 13 eeeeee
-10 3 13 eeeeee
-9 3 13 eeeeee
-8 3 13 eeeeee
-7 3 13 eeeeee
-6 3 13 eeeeee
-5 3 13 eeeeee
-11 4 13 eeeeee
-10 4 13 eeeeee
-9 4 13 eeeeee
-8 4 13 eeeeee
-7 4 13 eeeeee
-6 4 13 eeeeee
-5 4 13 eeeeee
-9 5 13 eeeeee
-8 5 13 eeeeee
-7 5 13 eeeeee
-9 1 14 eeeeee
-8 1 14 eeeeee
-7 1 14 eeeeee
-10 2 14 eeeeee
-9 2 14 eeeeee
-8 2 14 eeeeee
-7 2 14 eeeeee
-6 2 14 eeeeee
-10 3 14 eeeeee
-9 3 14 eeeeee
-8 3 14 eeeeee
-7 3 14 eeeeee
-6 3 14 eeeeee
-9 4 14 eeeeee
-8 4 14 eeeeee
-7 4 14 eeeeee
-11 5 14 eeeeee
0 0 0 ffff99
1 0 0 ffff99
0 1 0 ffff99
3 2 0 0197fd
4 2 0 0197fd
2 3 0 0197fd
4 3 0 0197fd
2 4 0 0197fd
3 4 0 0197fd
4 4 0 0197fd
3 5 0 0197fd
4 5 0 0197fd
4 4 13 eeeeee
4 5 13 eeeeee
4 4 14 eeeeee
4 5 14 eeeeee
-11 -10 -1 0197fd
-10 -10 -1 0197fd
-9 -10 -1 0197fd
-8 -10 -1 0197fd
-7 -10 -1 0197fd
-6 -10 -1 0197fd
-5 -10 -1 0197fd
-4 -10 -1 0197fd
-3 -10 -1 0197fd
-2 -10 -1 0197fd
-1 -10 -1 0197fd
-11 -9 -1 0197fd
-10 -9 -1 0197fd
-9 -9 -1 0197fd
-8 -9 -1 0197fd
-7 -9 -1 0197fd
-6 -9 -1 0197fd
-5 -9 -1 0197fd
-4 -9 -1 0197fd
-3 -9 -1 0197fd
-2 -9 -1 0197fd
-1 -9 -1 0197fd
-11 -8 -1 0197fd
-10 -8 -1 0197fd
-9 -8 -1 0197fd
-8 -8 -1 0197fd
-7 -8 -1 0197fd
-6 -8 -1 0197fd
-5 -8 -1 0197fd
-4 -8 -1 0197fd
-3 -8 -1 0197fd
-2 -8 -1 0197fd
-1 -8 -1 0197fd
-11 -7 -1 0197fd
-10 -7 -1 0197fd
-9 -7 -1 0197fd
-8 -7 -1 0197fd
-7 -7 -1 0197fd
-6 -7 -1 0197fd
-5 -7 -1 0197fd
-4 -7 -1 0197fd
-3 -7 -1 0197fd
-2 -7 -1 0197fd
-1 -7 -1 0197fd
-11 -6 -1 0197fd
-10 -6 -1 0197fd
-9 -6 -1 0197fd
-8 -6 -1 0197fd
-7 -6 -1 0197fd
-6 -6 -1 0197fd
-5 -6 -1 0197fd
-4 -6 -1 0197fd
-3 -6 -1 0197fd
-2 -6 -1 0197fd
-1 -6 -1 0197fd
-11 -5 -1 0197fd
-10 -5 -1 0197fd
-9 -5 -1 0197fd
-8 -5 -1 0197fd
-7 -5 -1 0197fd
-6 -5 -1 0197fd
-5 -5 -1 0197fd
-4 -5 -1 0197fd
-3 -5 -1 0197fd
-2 -5 -1 0197fd
-1 -5 -1 0197fd
-11 -4 -1 0197fd
-10 -4 -1 0197fd
-9 -4 -1 0197fd
-8 -4 -1 0197fd
-7 -4 -1 0197fd
-6 -4 -1 0197fd
-5 -4 -1 ffff99
-4 -4 -1 ffff99
-3 -4 -1 ffff99
-2 -4 -1 ffff99
-1 -4 -1 ffff99
-11 -3 -1 0197fd
-10 -3 -1 0197fd
-9 -3 -1 0197fd
-8 -3 -1 0197fd
-7 -3 -1 0197fd
-6 -3 -1 0197fd
-5 -3 -1 ffff99
-4 -3 -1 98fc66
-3 -3 -1 98fc66
-2 -3 -1 98fc66
-1 -3 -1 ffff99
-11 -2 -1 0197fd
-10 -2 -1 0197fd
-9 -2 -1 0197fd
-8 -2 -1 0197fd
-7 -2 -1 0197fd
-6 -2 -1 0197fd
-5 -2 -1 ffff99
-4 -2 -1 98fc66
-3 -2 -1 98fc66
-2 -2 -1 98fc66
-1 -2 -1 0197fd
-11 -1 -1 0197fd
-10 -1 -1 0197fd
-9 -1 -1 0197fd
-8 -1 -1 0197fd
-7 -1 -1 0197fd
-6 -1 -1 0197fd
-5 -1 -1 ffff99
-4 -1 -1 98fc66
-3 -1 -1 98fc66
-2 -1 -1 98fc66
-1 -1 -1 ffff99
0 -10 -1 0197fd
1 -10 -1 0197fd
2 -10 -1 0197fd
3 -10 -1 0197fd
4 -10 -1 0197fd
0 -9 -1 0197fd
1 -9 -1 0197fd
2 -9 -1 0197fd
3 -9 -1 0197fd
4 -9 -1 0197fd
0 -8 -1 0197fd
1 -8 -1 0197fd
2 -8 -1 0197fd
3 -8 -1 0197fd
4 -8 -1 0197fd
0 -7 -1 0197fd
1 -7 -1 0197fd
2 -7 -1 0197fd
3 -7 -1 0197fd
4 -7 -1 0197fd
0 -6 -1 0197fd
1 -6 -1 0197fd
2 -6 -1 0197fd
3 -6 -1 0197fd
4 -6 -1 0197fd
0 -5 -1 0197fd
1 -5 -1 0197fd
2 -5 -1 0197fd
3 -5 -1 0197fd
4 -5 -1 0197fd
0 -4 -1 0197fd
1 -4 -1 0197fd
2 -4 -1 0197fd
3 -4 -1 0197fd
4 -4 -1 0197fd
0 -3 -1 0197fd
1 -3 -1 0197fd
2 -3 -1 0197fd
3 -3 -1 0197fd
4 -3 -1 0197fd
0 -2 -1 0197fd
1 -2 -1 0197fd
2 -2 -1 0197fd
3 -2 -1 0197fd
4 -2 -1 0197fd
0 -1 -1 0197fd
1 -1 -1 0197fd
2 -1 -1 0197fd
3 -1 -1 0197fd
4 -1 -1 0197fd
-11 0 -1 0197fd
-10 0 -1 0197fd
-9 0 -1 0197fd
-8 0 -1 0197fd
-7 0 -1 0197fd
-6 0 -1 0197fd
-5 0 -1 ffff99
-4 0 -1 ffff99
-3 0 -1 ffff99
-2 0 -1 ffff99
-1 0 -1 ffff99
-11 1 -1 0197fd
-10 1 -1 0197fd
-9 1 -1 0197fd
-8 1 -1 0197fd
-7 1 -1 0197fd
-6 1 -1 0197fd
-5 1 -1 0197fd
-4 1 -1 0197fd
-3 1 -1 0197fd
-2 1 -1 0197fd
-1 1 -1 0197fd
-11 2 -1 0197fd
-10 2 -1 0197fd
-9 2 -1 0197fd
-8 2 -1 0197fd
-7 2 -1 0197fd
-6 2 -1 0197fd
-5 2 -1 0197fd
-4 2 -1 0197fd
-3 2 -1 0197fd
-2 2 -1 0197fd
-1 2 -1 0197fd
-11 3 -1 0197fd
-10 3 -1 0197fd
-9 3 -1 0197fd
-8 3 -1 0197fd
-7 3 -1 0197fd
-6 3 -1 0197fd
-5 3 -1 0197fd
-4 3 -1 0197fd
-3 3 -1 0197fd
-2 3 -1 0197fd
-1 3 -1 0197fd
-11 4 -1 0197fd
-10 4 -1 0197fd
-9 4 -1 0197fd
-8 4 -1 0197fd
-7 4 -1 0197fd
-6 4 -1 0197fd
-5 4 -1 0197fd
-4 4 -1 0197fd
-3 4 -1 0197fd
-2 4 -1 0197fd
-1 4 -1 0197fd
-11 5 -1 0197fd
-10 5 -1 0197fd
-9 5 -1 0197fd
-8 5 -1 0197fd
-7 5 -1 0197fd
-6 5 -1 0197fd
-5 5 -1 0197fd
-4 5 -1 0197fd
-3 5 -1 0197fd
-2 5 -1 0197fd
-1 5 -1 0197fd
0 0 -1 0197fd
1 0 -1 0197fd
2 0 -1 0197fd
3 0 -1 0197fd
4 0 -1 0197fd
0 1 -1 0197fd
1 1 -1 0197fd
2 1 -1 0197fd
3 1 -1 0197fd
4 1 -1 0197fd
0 2 -1 0197fd
1 2 -1 0197fd
2 2 -1 0197fd
3 2 -1 0197fd
4 2 -1 0197fd
0 3 -1 0197fd
1 3 -1 0197fd
2 3 -1 0197fd
3 3 -1 0197fd
4 3 -1 0197fd
0 4 -1 0197fd
1 4 -1 0197fd
2 4 -1 0197fd
3 4 -1 0197fd
4 4 -1 0197fd
0 5 -1 0197fd
1 5 -1 0197fd
2 5 -1 0197fd
3 5 -1 0197fd
4 5 -1 0197fd
2 -10 0 0197fd
4 -10 0 0197fd
1 -9 0 0197fd
2 -9 0 0197fd
4 -9 0 0197fd
1 -8 0 0197fd
2 -8 0 0197fd
3 -8 0 0197fd
4 -8 0 0197fd
0 -7 0 ffff99
1 -7 0 0197fd
2 -7 0 0197fd
4 -7 0 0197fd
0 -6 0 ffff99
2 -6 0 0197fd
3 -6 0 0197fd
4 -6 0 0197fd
0 -5 0 ffff99
1 -5 0 ffff99
0 -4 0 ffff99
1 -4 0 ffff99
2 -4 0 ffff99
0 -3 0 98fc66
1 -3 0 ffff99
2 -3 0 ffff99
0 -2 0 ffff99
1 -2 0 ffff99
0 -1 0 ffff99
1 -1 0 ffff99
